27/01/2000,0,7,29,9,
28/01/2000,0,4.47,24.5,8,
29/01/2000,0,2.63,24.5,8,
30/01/2000,0,3.91,24,9,
31/01/2000,0,3.96,24,10,
1/2/2000,0,8.57,24.5,7.5,
2/2/2000,0,3.93,24,7,
3/2/2000,0,3.11,24,7.5,
4/2/2000,0,2.63,25,7.5,
5/2/2000,0,3.07,25.5,8,
6/2/2000,0,3.29,24,7.5,
7/2/2000,0,3.69,25,7,
8/2/2000,0,3.9,24.5,6,
9/2/2000,0,4.11,24,7.5,
10/2/2000,0,6.3,25,7.5,
11/2/2000,0,3.78,26.5,7.5,
12/2/2000,0,4.53,25.5,8,
13/02/2000,0,2.49,25,8,
14/02/2000,0,3.14,26.5,8,
15/02/2000,0,3.31,26.5,7.5,
16/02/2000,0,3.33,26,7.5,
17/02/2000,0,1.03,26.5,7,
18/02/2000,0,6.73,27,7,
19/02/2000,0,5.72,27.5,7.5,
20/02/2000,0,4.74,27,8,
21/02/2000,0,5.27,27.5,7,
22/02/2000,0,6.4,27,7.5,
23/02/2000,0,5.83,27.5,7.5,
24/02/2000,0,6.74,27.5,8,
25/02/2000,0,4.92,27,7,
26/02/2000,0,4.27,27.5,7.5,
27/02/2000,0,6.35,26,7.5,
28/02/2000,0,7.88,27.5,7,
29/02/2000,0,5.47,24,7.5,
1/3/2000,0,6.28,27.5,7.5,
2/3/2000,0,4.29,27.5,7.5,
3/3/2000,0,4.11,28,7.5,
4/3/2000,0,3.2,28,7.5,
5/3/2000,2,4.01,28,7.5,
6/3/2000,0,7.9,28,7.5,
7/3/2000,0,4.3,28,7.5,
8/3/2000,0,8.07,28.5,7.5,
9/3/2000,0,5.42,28,7.5,
10/3/2000,0,5.2,27.5,7.5,
11/3/2000,0,2.72,27,7.5,
12/3/2000,0,2.82,27.5,7.5,
13/03/2000,0,3.11,27,6.5,
14/03/2000,0,8.5,27.5,7,
15/03/2000,0,9,27,6.5,
16/03/2000,0,0.85,26,7,
17/03/2000,0,4.5,27,6.5,
18/03/2000,0,8.5,27.5,6,
19/03/2000,0,8.56,28,7.5,
20/03/2000,0,6.75,28,7.5,
21/03/2000,0,2.65,28,7.5,
22/03/2000,0,4.3,27.5,7.5,
23/03/2000,0,7.62,28,7.5,
24/03/2000,0,7.65,27,7.5,
25/03/2000,3.5,6.28,28,7.5,
26/03/2000,0,6.05,27.5,7.5,
27/03/2000,0,4.81,27,7.5,
28/03/2000,0,10.22,28,7,
29/03/2000,0,6.84,28,7.5,
30/03/2000,0,7.48,28.5,7.5,
31/03/2000,0,6.66,28,7,
1/4/2000,0,5.01,28.5,7.5,
2/4/2000,0,4.8,28.5,7,
3/4/2000,0,11.13,28.5,7,
4/4/2000,0,4.23,22,8,
5/4/2000,0,5.34,28.5,7.5,
6/4/2000,0,8.45,28.5,7,
7/4/2000,0,4.43,28.5,7.5,
8/4/2000,0,8.17,28,7.5,
9/4/2000,0,8.14,28,8,
10/4/2000,0,5.21,28.5,7,
11/4/2000,0,6.04,28,7.5,
12/4/2000,0,4.55,28.5,7.5,
13/04/2000,0,4.23,29,7.5,
14/04/2000,0,8.31,28.5,7,
15/04/2000,0,6.44,28.5,7.5,
16/04/2000,0,10.46,29,7,
17/04/2000,0,11.38,30,7.5,
18/04/2000,0,8.62,31,8,
19/04/2000,0,8.4,31,7.5,
20/04/2000,0,6.68,30.5,8,
21/04/2000,0,9.17,31.5,7.5,
22/04/2000,0,7.94,31,7,
23/04/2000,0,7.91,30.5,7,
24/04/2000,0,5.55,31,8,
25/04/2000,0,7.13,31,7.5,
26/04/2000,2,2.55,30.5,7,
27/04/2000,5,0.55,30.5,7,
28/04/2000,0,1.95,30.5,7,
29/04/2000,0,2.14,30,7.5,
30/04/2000,2.2,7.79,28.5,7,
1/5/2000,0,8.3,31,7.5,
2/5/2000,0,9.98,30.5,7.5,
3/5/2000,0,4.93,31,7,
4/5/2000,0,4.07,30.5,7.5,
5/5/2000,0,4.85,31,7,
6/5/2000,7.6,4.86,30,7.5,
7/5/2000,25,6.01,31.5,7,
8/5/2000,0,8.13,30,7,
9/5/2000,0,5.86,30.5,7.5,
10/5/2000,0,8.17,31,7.5,
11/5/2000,0,4.8,30.5,7,
12/5/2000,0,5.29,31.5,7.5,
13/05/2000,0,9.22,30,7.5,
14/05/2000,0,6.29,31.5,7.5,
15/05/2000,0,7.18,31,7,
16/05/2000,0,5.5,30.5,7.5,
17/05/2000,0,7.81,31.5,7.5,
18/05/2000,0,6.01,31.5,7.5,
19/05/2000,0,5.55,31.5,7,
20/05/2000,0,4.05,31.5,7.5,
21/05/2000,2.5,7.13,30,7,
22/05/2000,0,5.77,31.5,7.5,
23/05/2000,0,3.86,31.5,7,
24/05/2000,0,8.77,31,7.5,
25/05/2000,10,5.5,30.5,7,
26/05/2000,0,1.21,31.5,7.5,
27/05/2000,13,7.59,30.5,7,
28/05/2000,15,7.57,30.5,7.5,
29/05/2000,0,5.63,30,7.5,
30/05/2000,4,7.6,31,7,
31/05/2000,5,5.01,31.5,7.5,
1/6/2000,3,3.18,30.5,7,
2/6/2000,0,1.78,30.5,7,
3/6/2000,0,4.6,30,7.5,
4/6/2000,0,7.72,30.5,7,
5/6/2000,0,7.68,30.5,8,
6/6/2000,0,3.51,31,7.5,
7/6/2000,0,5,30.5,7,
8/6/2000,0,2.29,30,7.5,
9/6/2000,43.5,3.5,30.5,7,
10/6/2000,0,2.99,31,7,
11/6/2000,0,2.02,30.5,7.5,
12/6/2000,18,1.02,30,7,
13/06/2000,5,10.96,30,7,
14/06/2000,6,8.74,30,7,
15/06/2000,0,2.98,30,7,
16/06/2000,0,3.28,31.5,7,
17/06/2000,29,8.81,30,7.5,
18/06/2000,0,5.05,30,8,
19/06/2000,0,3.99,30,7.5,
20/06/2000,0,2.22,30,8.5,
21/06/2000,0,3.76,31,7,
22/06/2000,44,8.31,30.5,7.5,
23/06/2000,22.5,7.15,30.5,7,
24/06/2000,0,3.45,31,7,
25/06/2000,0,2.76,30,7.5,
26/06/2000,0,3.96,30.5,7,
27/06/2000,0,3.75,31,7,
28/06/2000,0,5.29,31,7.5,
29/06/2000,0,3.34,30.5,7,
30/06/2000,0,6.38,30.5,7.5,
1/7/2000,0,6.37,30.5,7,
2/7/2000,30.5,5.12,30.5,7,
3/7/2000,0,6,30.5,7.5,
4/7/2000,33.5,1.52,30,7,
5/7/2000,27,6.48,30,6,
6/7/2000,23,2.6,30.5,6.5,
7/7/2000,0,3.97,30,6,
8/7/2000,0,4,30.5,6.5,
9/7/2000,0,3,30,6.5,
10/7/2000,0,2.18,30,7,
11/7/2000,0,NULO,31,7.5,
12/7/2000,0,NULO,30,6,
13/07/2000,0,NULO,29.5,6.5,
14/07/2000,0,NULO,29.5,7,
15/07/2000,0,NULO,29.5,6.5,
16/07/2000,0,NULO,30,7,
17/07/2000,0,NULO,29,6.5,
18/07/2000,0,NULO,30.5,7.5,
19/07/2000,0,NULO,30,6,
20/07/2000,0,NULO,29.5,7,
21/07/2000,0,NULO,29.5,6.5,
22/07/2000,0,NULO,29,6,
23/07/2000,0,NULO,29.5,7,
24/07/2000,0,NULO,29,6.5,
25/07/2000,0,NULO,30,6,
26/07/2000,0,NULO,29.5,6.5,
27/07/2000,0,NULO,29,6,
28/07/2000,0,NULO,29.5,6,
29/07/2000,0,NULO,30,7,
30/07/2000,0,NULO,29.5,6.5,
31/07/2000,0,NULO,30,6,
1/8/2000,0,NULO,29,6,
2/8/2000,0,NULO,30,6.5,
3/8/2000,0,NULO,29.5,7,
4/8/2000,0,NULO,29,6,
5/8/2000,0,NULO,28,6,
6/8/2000,0,NULO,29,7,
7/8/2000,33,NULO,29.5,7.5,
8/8/2000,0,NULO,29.5,6,
9/8/2000,0,NULO,29.5,6,
10/8/2000,0,NULO,29,6,
11/8/2000,0,NULO,29.5,6.5,
12/8/2000,0,NULO,29.5,6,
13/08/2000,13,NULO,29.5,6,
14/08/2000,2,NULO,29.5,6,
15/08/2000,6,NULO,29,6,
16/08/2000,30,NULO,29.5,6,
17/08/2000,0,NULO,30,6,
18/08/2000,0,NULO,28.5,6.5,
19/08/2000,0,NULO,29,6.5,
20/08/2000,31,NULO,28.5,6,
21/08/2000,3.2,NULO,28,6.5,
22/08/2000,0,NULO,28.5,6.5,
23/08/2000,0,NULO,28,5.5,
24/08/2000,0,NULO,28.5,5,
25/08/2000,0,NULO,29,5.5,
26/08/2000,0,NULO,29.5,5.5,
27/08/2000,0,NULO,29,5.5,
28/08/2000,0,NULO,29,6,
29/08/2000,0,NULO,30,6.5,
30/08/2000,0,NULO,31,6,
31/08/2000,0,NULO,31,6.5,
1/9/2000,0,NULO,31,6,
2/9/2000,0,NULO,31,6,
3/9/2000,0,NULO,30.5,6,
4/9/2000,0,NULO,31,6.5,
5/9/2000,0,NULO,31.5,6,
6/9/2000,0,NULO,29.5,7,
7/9/2000,0,NULO,29.5,6.5,
8/9/2000,0,NULO,30,7,
9/9/2000,6,NULO,30,7,
10/9/2000,0,NULO,30.5,7,
11/9/2000,0,NULO,29,6,
12/9/2000,0,NULO,25,7.5,
13/09/2000,0,NULO,31.5,6.5,
14/09/2000,0,NULO,31,6.5,
15/09/2000,0,NULO,31.5,7,
16/09/2000,10,NULO,32,6,
17/09/2000,0,NULO,31.5,7,
18/09/2000,0,NULO,32,7.5,
19/09/2000,0,NULO,32,7,
20/09/2000,12,NULO,31,7.5,
21/09/2000,20,NULO,30,7,
22/09/2000,0,NULO,30.5,7.5,
23/09/2000,0,NULO,30.5,7,
24/09/2000,0,NULO,32,7.5,
25/09/2000,0,NULO,31.5,7,
26/09/2000,0,NULO,32,7.5,
27/09/2000,0,NULO,30.5,7.5,
28/09/2000,0,NULO,31.5,7,
29/09/2000,0,NULO,32,4,
30/09/2000,0,NULO,32.5,6.5,
1/10/2000,0,NULO,32.5,6.5,
2/10/2000,0,NULO,32,6,
3/10/2000,0,NULO,33.5,7,
4/10/2000,0,NULO,31.5,6.5,
5/10/2000,0,NULO,31.5,7,
6/10/2000,0,NULO,32.5,8,
7/10/2000,0,NULO,32,6.5,
8/10/2000,0,NULO,30,7.5,
9/10/2000,0,NULO,31.5,7,
10/10/2000,0,NULO,32.5,7.5,
11/10/2000,0,NULO,32,7,
12/10/2000,0,NULO,30.5,7.5,
13/10/2000,0,NULO,31.5,8,
14/10/2000,0,NULO,32,7.5,
15/10/2000,0,NULO,32.5,6,
16/10/2000,4.5,NULO,31.5,6.5,
17/10/2000,3,NULO,32,7,
18/10/2000,0,NULO,31,6,
19/10/2000,0,NULO,31.5,7,
20/10/2000,0,NULO,30,6.5,
21/10/2000,3.7,NULO,31,6.5,
22/10/2000,0,NULO,32,6,
23/10/2000,1.2,NULO,30.5,6,
24/10/2000,0,NULO,31,6.5,
25/10/2000,0,NULO,31,7,
26/10/2000,0,NULO,30.5,6,
27/10/2000,0,NULO,31,6.5,
28/10/2000,0,NULO,30,6,
29/10/2000,0,NULO,31.5,6.5,
30/10/2000,0,NULO,31,7,
31/10/2000,0,NULO,30,6.5,
1/11/2000,0,NULO,31,7.5,
2/11/2000,9,NULO,30.5,6,
3/11/2000,0,NULO,31,6,
4/11/2000,17.8,NULO,30.5,6.5,
5/11/2000,0,NULO,31.5,6,
6/11/2000,0,NULO,31,6.5,
7/11/2000,0,NULO,30.5,6,
8/11/2000,0,NULO,31,6,
9/11/2000,0,NULO,30.5,6.5,
10/11/2000,0,NULO,31,6,
11/11/2000,0,NULO,30.5,6.5,
12/11/2000,0,NULO,30,6,
13/11/2000,0,NULO,31,6.5,
14/11/2000,0,NULO,30.5,6,
15/11/2000,0,NULO,31,6.5,
16/11/2000,0,NULO,30.5,6,
17/11/2000,0,NULO,31,6.5,
18/11/2000,0,NULO,30.5,6,
19/11/2000,0,NULO,30,6,
20/11/2000,0,NULO,36.5,6.5,
21/11/2000,0,NULO,31,6,
22/11/2000,0,NULO,31,6,
23/11/2000,0,NULO,31,6,
24/11/2000,0,NULO,31,6,
25/11/2000,0,NULO,31,6,
26/11/2000,0,NULO,31,6,
27/11/2000,0,NULO,31,6,
28/11/2000,12.8,NULO,31,6,
29/11/2000,0,NULO,31,6,
30/11/2000,0,NULO,31,6,
1/12/2000,0,NULO,31,6,
2/12/2000,0,NULO,31,5,
3/12/2000,0,NULO,29,8,
4/12/2000,0,NULO,22.5,8,
5/12/2000,0,NULO,20,10.5,
6/12/2000,0,NULO,19,4,
7/12/2000,1,NULO,20,8,
8/12/2000,0,NULO,18.5,8.5,
9/12/2000,0,NULO,21,2,
10/12/2000,0,NULO,22,2,
11/12/2000,0,NULO,30.5,10,
12/12/2000,0,NULO,29.5,10,
13/12/2000,0,NULO,19.5,8,
14/12/2000,0,NULO,27,5.5,
15/12/2000,0,NULO,29.5,6.5,
16/12/2000,0,NULO,20,4,
17/12/2000,0,NULO,23.5,5.5,
18/12/2000,0,NULO,19,5,
19/12/2000,0,NULO,28.5,5.5,
20/12/2000,0,NULO,30,6.5,
21/12/2000,0,NULO,20,5,
22/12/2000,0,NULO,21,10,
23/12/2000,0,NULO,19.5,5.5,
24/12/2000,0,NULO,20.5,6,
25/12/2000,0,NULO,22,6,
26/12/2000,0,NULO,24.5,3,
27/12/2000,0,NULO,22,10.4,
28/12/2000,0,NULO,20,8,
29/12/2000,4.9,NULO,20.5,3,
30/12/2000,2.7,NULO,20,3,
31/12/2000,0,NULO,21.5,5,
1/1/2001,0,NULO,22,9,
2/1/2001,0,NULO,22,4.5,
3/1/2001,0,NULO,24,5,
4/1/2001,0,NULO,20,8,
5/1/2001,0,NULO,22,10,
6/1/2001,0,NULO,22.5,8.5,
7/1/2001,0,NULO,27,12,
8/1/2001,0,NULO,27.5,9,
9/1/2001,0,NULO,28,5.5,
10/1/2001,16.3,NULO,22.5,5,
11/1/2001,0,NULO,25,8.5,
12/1/2001,0,NULO,27,8.5,
13/01/2001,0,NULO,28,8,
14/01/2001,0,NULO,28.5,5,
15/01/2001,0,NULO,28.5,4.5,
16/01/2001,0,NULO,27,6,
17/01/2001,0,NULO,22,3,
18/01/2001,0,NULO,22.5,4,
19/01/2001,0,NULO,24,3,
20/01/2001,0,NULO,23.5,5,
21/01/2001,0,NULO,22,5.5,
22/01/2001,0,NULO,20.5,5,
23/01/2001,0,NULO,22,5.5,
24/01/2001,0,NULO,28,5,
25/01/2001,0,NULO,25,4.5,
26/01/2001,0,NULO,27.5,4,
27/01/2001,0,NULO,31,5,
28/01/2001,0,NULO,26.5,7,
29/01/2001,0,NULO,26,4,
30/01/2001,0,NULO,22.5,4.5,
31/01/2001,0,NULO,22,6,
1/2/2001,0,NULO,29.5,4.5,
2/2/2001,0,NULO,28,4,
3/2/2001,0,NULO,24,3,
4/2/2001,0,NULO,24.5,4.5,
5/2/2001,1,NULO,25,7,
6/2/2001,0,NULO,20,4.5,
7/2/2001,0,NULO,25,4,
8/2/2001,0,NULO,27.5,6,
9/2/2001,0,NULO,29,8.5,
10/2/2001,0,NULO,29,4,
11/2/2001,0,NULO,27,4.5,
12/2/2001,0,NULO,27.5,5.5,
13/02/2001,0,NULO,32,4,
14/02/2001,0,NULO,31.5,8.5,
15/02/2001,0,NULO,31,8,
16/02/2001,0,NULO,31,5.5,
17/02/2001,0,NULO,27,7,
18/02/2001,0,NULO,28,5.5,
19/02/2001,0,NULO,29.5,5,
20/02/2001,0,NULO,31,5.5,
21/02/2001,0,NULO,31.5,5,
22/02/2001,0,NULO,30,2,
23/02/2001,0,NULO,29.5,5.5,
24/02/2001,0,NULO,30.5,2,
25/02/2001,0,NULO,30,4,
26/02/2001,0,NULO,29.5,5.5,
27/02/2001,18.2,NULO,28.5,6,
28/02/2001,0,NULO,27,5.5,
1/3/2001,1.2,NULO,31,5,
2/3/2001,0,NULO,28.5,4,
3/3/2001,10.1,NULO,25,5,
4/3/2001,0,NULO,24,6,
5/3/2001,0,NULO,28,5.5,
6/3/2001,0,NULO,22,4,
7/3/2001,0,NULO,22.5,5.5,
8/3/2001,0,NULO,22.5,5,
9/3/2001,0,NULO,27,5.5,
10/3/2001,0,NULO,29,4,
11/3/2001,0,NULO,31,5,
12/3/2001,0,NULO,29,5.5,
13/03/2001,0,NULO,27.5,4,
14/03/2001,0,NULO,30.5,8,
15/03/2001,0,NULO,33,4.5,
16/03/2001,0,NULO,30,8,
17/03/2001,0,NULO,31.5,9,
18/03/2001,0,NULO,30,6.5,
19/03/2001,0,NULO,28.5,7,
20/03/2001,0,NULO,25,1,
21/03/2001,0,NULO,28,5.5,
22/03/2001,0,NULO,27,4,
23/03/2001,0,NULO,30.5,5,
24/03/2001,0,NULO,31.5,5.5,
25/03/2001,0,NULO,30,4,
26/03/2001,0,NULO,31,7,
27/03/2001,0,NULO,29.5,3.5,
28/03/2001,0,NULO,28,4,
29/03/2001,0,NULO,21.5,3.5,
30/03/2001,0,NULO,28.5,4,
31/03/2001,0,NULO,29,2,
1/4/2001,0,NULO,25,5,
2/4/2001,0,NULO,30.5,4.5,
3/4/2001,0,NULO,34,4,
4/4/2001,0,NULO,35,5.5,
5/4/2001,0,NULO,36,3,
6/4/2001,0,NULO,35,2.5,
7/4/2001,0,NULO,39.5,3,
8/4/2001,0,NULO,38,6,
9/4/2001,0,NULO,35.5,5.5,
10/4/2001,0,NULO,34,4,
11/4/2001,0,NULO,33.5,5.5,
12/4/2001,0,NULO,31,5,
13/04/2001,0,NULO,29,4,
14/04/2001,0,NULO,35.5,5.5,
15/04/2001,0,NULO,36,3.5,
16/04/2001,0,NULO,34,2.5,
17/04/2001,0,NULO,34.5,4,
18/04/2001,0,NULO,35,2,
19/04/2001,0,NULO,33,2.5,
20/04/2001,0,NULO,31,1,
21/04/2001,4,NULO,31.5,5,
22/04/2001,4.5,NULO,31,0.2,
23/04/2001,0,NULO,31.5,3,
24/04/2001,0,NULO,31.5,1,
25/04/2001,0,NULO,28.5,2,
26/04/2001,16.1,NULO,26.5,5.5,
27/04/2001,0,NULO,22,3.5,
28/04/2001,5.4,NULO,24.5,5,
29/04/2001,8.3,NULO,28,3.5,
30/04/2001,0,NULO,26,3,
1/5/2001,1.4,NULO,29.5,3.5,
2/5/2001,2,NULO,25,4,
3/5/2001,0,NULO,29.5,4.5,
4/5/2001,0,NULO,31,3,
5/5/2001,0,NULO,31.5,4.5,
6/5/2001,0,NULO,31,2,
7/5/2001,1.5,NULO,31.5,4.5,
8/5/2001,3.5,NULO,33.5,3.5,
9/5/2001,1.3,NULO,30,4,
10/5/2001,0,NULO,30.5,5.5,
11/5/2001,0,NULO,31,5,
12/5/2001,6.9,NULO,21.5,2.5,
13/05/2001,0,NULO,22,5.5,
14/05/2001,0,NULO,21,5,
15/05/2001,0,NULO,22,2.5,
16/05/2001,0,NULO,21,5.5,
17/05/2001,0,NULO,22,4,
18/05/2001,0,NULO,33,2,
19/05/2001,0,NULO,34,3.5,
20/05/2001,0,NULO,35.5,4.3,
21/05/2001,0,NULO,29,5.5,
22/05/2001,0,NULO,33.5,2,
23/05/2001,11.1,NULO,34,3.5,
24/05/2001,10.9,NULO,29.5,3,
25/05/2001,0,NULO,29,4,
26/05/2001,0,NULO,30.5,3.5,
27/05/2001,0,NULO,29.5,3,
28/05/2001,0,NULO,29,5,
29/05/2001,0,NULO,30.5,5.5,
30/05/2001,0,NULO,33.5,4,
31/05/2001,0,NULO,33,4.5,
1/6/2001,0,NULO,29.5,1.5,
2/6/2001,3,NULO,33,2,
3/6/2001,0,NULO,29,3.5,
4/6/2001,0,NULO,29.5,3,
5/6/2001,0,NULO,30,2.5,
6/6/2001,13,NULO,32,4.5,
7/6/2001,0,NULO,28,3.5,
8/6/2001,0,NULO,28.5,3.5,
9/6/2001,0,NULO,30,3,
10/6/2001,0,NULO,30.5,5,
11/6/2001,0,NULO,31,2,
12/6/2001,24,NULO,28,5.5,
13/06/2001,7,NULO,26.5,3,
14/06/2001,36,NULO,27.5,3.5,
15/06/2001,13.6,NULO,27,4,
16/06/2001,0,NULO,29,3.5,
17/06/2001,0,NULO,26,0.2,
18/06/2001,0,NULO,26.5,2,
19/06/2001,0,NULO,27,5,
20/06/2001,0,NULO,27.5,5.5,
21/06/2001,27,NULO,28.5,1,
22/06/2001,7,NULO,27.5,3,
23/06/2001,0,NULO,21,2,
24/06/2001,6,NULO,21.5,3.5,
25/06/2001,0,NULO,27,1,
26/06/2001,0,NULO,26.5,5.5,
27/06/2001,0,NULO,22.5,2,
28/06/2001,9,NULO,21,1,
29/06/2001,0,NULO,28,1.5,
30/06/2001,2,NULO,29,2,
1/7/2001,0,NULO,18,1,
2/7/2001,0,NULO,25,1.5,
3/7/2001,0,NULO,25,5.5,
4/7/2001,0,NULO,25.5,5,
5/7/2001,0,NULO,26.5,1,
6/7/2001,0,NULO,27,1,
7/7/2001,0,NULO,31,1.5,
8/7/2001,0,NULO,28,4,
9/7/2001,4.2,NULO,28,1,
10/7/2001,1,NULO,31,4,
11/7/2001,0,NULO,31.5,4.5,
12/7/2001,0,NULO,31,1,
13/07/2001,0,NULO,33,5.5,
14/07/2001,0,NULO,32,2,
15/07/2001,0,NULO,33,3,
16/07/2001,0,NULO,31,5,
17/07/2001,0,NULO,31.5,5,
18/07/2001,0,NULO,31.5,3,
19/07/2001,0,NULO,31,1,
20/07/2001,7.5,NULO,31,1.5,
21/07/2001,0,NULO,31.5,2,
22/07/2001,0,NULO,32,5.5,
23/07/2001,5.5,NULO,35,1,
24/07/2001,1.5,NULO,29,2,
25/07/2001,34,NULO,28,2.5,
26/07/2001,19,NULO,27,3,
27/07/2001,2,NULO,31,2,
28/07/2001,15,NULO,31,2.5,
29/07/2001,0,NULO,30,1.5,
30/07/2001,1,NULO,27.5,1,
31/07/2001,0,NULO,30,1.5,
1/8/2001,0,5.65,29,8,
2/8/2001,0,2.13,29,11,
3/8/2001,2,2.26,28.5,8.5,
4/8/2001,0,3.45,26,7,
5/8/2001,0,4.49,28.5,8,
6/8/2001,0,2.97,28.5,11.5,
7/8/2001,0,3.34,27,7,
8/8/2001,0,5.68,31.5,7,
9/8/2001,0,5.32,32,7.5,
10/8/2001,0,10.27,31,7,
11/8/2001,11,6.74,29.5,6,
12/8/2001,2,6.03,29,8,
13/08/2001,2,6.14,30.5,7.5,
14/08/2001,0,6.54,30,7,
15/08/2001,0,1.52,31,9.5,
16/08/2001,0,4.88,31.5,9,
17/08/2001,0,1.3,31,7.5,
18/08/2001,6,6.37,32,7,
19/08/2001,0,3.42,31.5,8,
20/08/2001,0,6.31,33,4,
21/08/2001,0,5.87,31.5,5,
22/08/2001,0,5.06,30,9,
23/08/2001,0,4.67,30.5,9.5,
24/08/2001,0,4.98,29,9.5,
25/08/2001,0,3.48,25,8,
26/08/2001,0,1.98,25.5,4,
27/08/2001,9,4.65,29,8,
28/08/2001,38,3.3,29.5,5,
29/08/2001,4,4.64,30,8,
30/08/2001,33,2.3,29.5,8.5,
31/08/2001,2,2.1,31,4,
1/9/2001,0,8.34,25,4,
2/9/2001,3,3.95,21.5,6,
3/9/2001,4,6.04,28,7,
4/9/2001,0,6.83,27.5,7.5,
5/9/2001,0,4.03,26.5,6,
6/9/2001,0,5.31,27,7.5,
7/9/2001,9,3.75,26.5,8,
8/9/2001,7,2.22,24,7.5,
9/9/2001,0,4.72,26.5,9,
10/9/2001,0,4.77,20,8.2,
11/9/2001,0,4.35,24,8.4,
12/9/2001,0,2.07,26,8.5,
13/09/2001,0,2.92,27,6,
14/09/2001,0,2.76,26.5,8.5,
15/09/2001,0,5.19,25,4,
16/09/2001,0,4.13,25.5,5,
17/09/2001,0,4.66,28,6,
18/09/2001,0,8.17,28.5,5.5,
19/09/2001,0,1.04,29.5,7,
20/09/2001,21,4.16,28,7.5,
21/09/2001,0,4.97,27.5,8,
22/09/2001,0,4.81,27.5,5,
23/09/2001,0,2.94,25,8,
24/09/2001,0,1.93,24.5,7,
25/09/2001,3,1.95,20.5,7.5,
26/09/2001,0,3.53,20,7,
27/09/2001,1,3.16,25,7.5,
28/09/2001,0,3.65,23,5,
29/09/2001,0,1.82,25,4.5,
30/09/2001,0,2.75,25.5,4,
1/10/2001,0,3.95,23,5.5,
2/10/2001,0,3.35,22.5,3,
3/10/2001,0,0.29,23.5,1,
4/10/2001,13,0.61,19.5,1.5,
5/10/2001,0,6.11,24,1,
6/10/2001,0,3.97,26,2,
7/10/2001,0,5.91,27,2,
8/10/2001,0,4.35,27,2,
9/10/2001,0,5.58,27.5,1.5,
10/10/2001,0,3.38,28,1,
11/10/2001,0,3.35,22,2,
12/10/2001,8,3.29,28,1,
13/10/2001,0,5.08,21,2,
14/10/2001,0,7.82,21.5,1,
15/10/2001,0,6.02,28,1.5,
16/10/2001,0,0.55,26,2,
17/10/2001,2,3.72,18.5,3,
18/10/2001,0,3.99,21,2,
19/10/2001,0,5.93,21.5,2.5,
20/10/2001,0,4.31,26,3,
21/10/2001,0,2.93,27.5,3,
22/10/2001,0,3.7,27,4,
23/10/2001,0,6.03,30,6,
24/10/2001,0,5.94,30.5,4.5,
25/10/2001,0,5.61,30.5,1,
26/10/2001,0,2.08,28,1.5,
27/10/2001,0,2.47,20,1,
28/10/2001,0,2.24,20.5,4.5,
29/10/2001,0,4.14,20,5,
30/10/2001,0,4.51,21,5.5,
31/10/2001,0,3.91,21,4,
1/11/2001,0,6.04,25,3,
2/11/2001,0,6.77,24.5,2,
3/11/2001,0,4.24,27.5,6,
4/11/2001,0,1.88,21,4,
5/11/2001,0,2.08,22,4,
6/11/2001,0,2.29,23,3.5,
7/11/2001,0,2.54,24,2.5,
8/11/2001,0,3.4,24,1,
9/11/2001,0,3.97,21.5,5.5,
