28/01/2000,0,5.32,24,3,
29/01/2000,0,6.44,21,4,
30/01/2000,0,7,21,4,
31/01/2000,0,5.48,21,6,
1/2/2000,0,5.85,20,5,
2/2/2000,0,6.36,19,4,
3/2/2000,0,4.97,19,2,
4/2/2000,0,3.3,18,-3,
5/2/2000,0,3.93,19,-3,
6/2/2000,0,2.41,21,-3,
7/2/2000,0,5.52,19,-1,
8/2/2000,0,4.74,13,1,
9/2/2000,0,3.2,20,-4,
10/2/2000,0,6.27,24,-2,
11/2/2000,0,4.83,23,3,
12/2/2000,0,5.93,25,2,
13/02/2000,0,5.09,25,4,
14/02/2000,0,6.36,25,4,
15/02/2000,0,4.69,26,5,
16/02/2000,0,5.55,26,6,
17/02/2000,0,4.45,26,8,
18/02/2000,0,5.11,25,6,
19/02/2000,0,3.9,17,5,
20/02/2000,0,4.51,19,6,
21/02/2000,0,4.08,22,3,
22/02/2000,0,4.49,23,6,
23/02/2000,0,4.37,25,6,
24/02/2000,0,5.47,20,4,
25/02/2000,6.5,4.17,25,5,
26/02/2000,0,5.5,24,7,
27/02/2000,0,3.67,20,8,
28/02/2000,0,6.25,23,2,
29/02/2000,0,4.82,24,5,
1/3/2000,0,6.27,25,2,
2/3/2000,0,4.1,25,5,
3/3/2000,0,8.15,26,6,
4/3/2000,1,3.38,23,4,
5/3/2000,0,4.4,22,6,
6/3/2000,0,5.5,22,9,
7/3/2000,0,7,21,6,
8/3/2000,0,5.5,23,6,
9/3/2000,0,7.44,24,4,
10/3/2000,0,8.32,22,9,
11/3/2000,0,6.26,24,5,
12/3/2000,0,6.3,24,2,
13/03/2000,0,5.64,23,3,
14/03/2000,0,8.43,24,5,
15/03/2000,0,7.69,18,6,
16/03/2000,0,8.02,20,5,
17/03/2000,0,7.36,24,5,
18/03/2000,0,7.66,23,6,
19/03/2000,0,5.64,24,4,
20/03/2000,0,9.39,22,6,
21/03/2000,0,7.94,26,5,
22/03/2000,0,8.31,24,8,
23/03/2000,0,5.69,25,9,
24/03/2000,0,6.21,25,8,
25/03/2000,0,6.77,26,5,
26/03/2000,0,6.34,27,9,
27/03/2000,0,8.25,27,9,
28/03/2000,0,12.09,25,8,
29/03/2000,0,7.88,24,10,
30/03/2000,0,8.42,27,7,
31/03/2000,0,7.01,26,9,
1/4/2000,0,NULO,27,10,
2/4/2000,0,NULO,24,11,
3/4/2000,0,NULO,26,8,
4/4/2000,0,NULO,20,7,
5/4/2000,0,NULO,25,3,
6/4/2000,0,NULO,24,6,
7/4/2000,0,NULO,27,6,
8/4/2000,0,NULO,22,5,
9/4/2000,0,NULO,24,6,
10/4/2000,0,NULO,23,6,
11/4/2000,0,NULO,24,10,
12/4/2000,0,NULO,24,10,
13/04/2000,0,NULO,24,8,
14/04/2000,0,NULO,25,7,
15/04/2000,0,NULO,24,10,
16/04/2000,0,NULO,28,10,
17/04/2000,0,NULO,27,9,
18/04/2000,0,NULO,28,5,
19/04/2000,0,NULO,30,7,
20/04/2000,0,NULO,28,7,
21/04/2000,0,NULO,25,7,
22/04/2000,0,NULO,28,7,
23/04/2000,0,NULO,27,11,
24/04/2000,0,NULO,29,10,
25/04/2000,0,NULO,29,7,
26/04/2000,1,NULO,27,8,
27/04/2000,0,NULO,26,8,
28/04/2000,0,NULO,24,9,
29/04/2000,0,NULO,27,7,
30/04/2000,0,NULO,26,11,
1/5/2000,0,NULO,26,10,
2/5/2000,0,NULO,24,11,
3/5/2000,0,NULO,25,6,
4/5/2000,0,NULO,24,8,
5/5/2000,0,NULO,23,9,
6/5/2000,0,NULO,25,9,
7/5/2000,0,NULO,24,9,
8/5/2000,0,NULO,25,10,
9/5/2000,0,NULO,26,11,
10/5/2000,0,NULO,28,9,
11/5/2000,0,NULO,27,11,
12/5/2000,0,NULO,28,12,
13/05/2000,0,NULO,27,10,
14/05/2000,0,NULO,27,11,
15/05/2000,0,NULO,22,8,
16/05/2000,0,NULO,25,3,
17/05/2000,0,NULO,28,5,
18/05/2000,0,NULO,26,10,
19/05/2000,0,NULO,29,10,
20/05/2000,23,NULO,27,11,
21/05/2000,0,NULO,28,11,
22/05/2000,0,NULO,26,12,
23/05/2000,2,NULO,24,10,
24/05/2000,0,NULO,25,11,
25/05/2000,0,NULO,27,10,
26/05/2000,4,NULO,29,13,
27/05/2000,22,NULO,25,12,
28/05/2000,25,NULO,18,10,
29/05/2000,27.5,NULO,22,10,
30/05/2000,16,NULO,20,12,
31/05/2000,18,NULO,21,12,
1/6/2000,0,NULO,20,13,
2/6/2000,0,NULO,19,11,
3/6/2000,0,NULO,20,9,
4/6/2000,0,NULO,20,8,
5/6/2000,0,NULO,20,10,
6/6/2000,4,NULO,17,11,
7/6/2000,0,NULO,23,6,
8/6/2000,15,NULO,18,11,
9/6/2000,4.5,NULO,20,12,
10/6/2000,12.5,NULO,18,11,
11/6/2000,6,NULO,21,11,
12/6/2000,0,NULO,16,12,
13/06/2000,33,NULO,21,12,
14/06/2000,18,NULO,17,9,
15/06/2000,1,NULO,20,10,
16/06/2000,2,NULO,19,11,
17/06/2000,5,NULO,21,11,
18/06/2000,0,NULO,23,13,
19/06/2000,25,NULO,23,11,
20/06/2000,0,NULO,23,7,
21/06/2000,14,NULO,21,11,
22/06/2000,10,NULO,18,8,
23/06/2000,0,NULO,19,12,
24/06/2000,0,NULO,21,12,
25/06/2000,0,NULO,21,8,
26/06/2000,0,NULO,22,8,
27/06/2000,0,NULO,20,9,
28/06/2000,0,NULO,21,9,
29/06/2000,0,NULO,20,11,
30/06/2000,4,NULO,19,10,
1/7/2000,0,NULO,21,8,
2/7/2000,0,NULO,24,11,
3/7/2000,0,NULO,23,9,
4/7/2000,0,NULO,22,11,
5/7/2000,13,NULO,21,10,
6/7/2000,0,NULO,23,8,
7/7/2000,16,NULO,20,11,
8/7/2000,0,NULO,20,10,
9/7/2000,0,NULO,22,8,
10/7/2000,0,NULO,20,9,
11/7/2000,0,NULO,21,8,
12/7/2000,3,NULO,23,10,
13/07/2000,0,NULO,23,7,
14/07/2000,0,NULO,23,8,
15/07/2000,0,NULO,24,4,
16/07/2000,0,NULO,25,7,
17/07/2000,0,NULO,25,7,
18/07/2000,0,NULO,22,7,
19/07/2000,3,NULO,20,10,
20/07/2000,11,NULO,22,7,
21/07/2000,0,NULO,22,7,
22/07/2000,0,NULO,22,8,
23/07/2000,0,NULO,24,10,
24/07/2000,0,NULO,23,11,
25/07/2000,0,NULO,23,10,
26/07/2000,0,NULO,23,12,
27/07/2000,2,NULO,20,8,
28/07/2000,0,NULO,20,8,
29/07/2000,23.5,NULO,20,7,
30/07/2000,1,NULO,20,10,
31/07/2000,0,NULO,22,12,
1/8/2000,0,NULO,21,10,
2/8/2000,0,NULO,21,11,
3/8/2000,1,NULO,20,10,
4/8/2000,30.5,NULO,19,11,
5/8/2000,39,NULO,21,11,
6/8/2000,0,NULO,20,10,
7/8/2000,0,NULO,15,10,
8/8/2000,0,NULO,18,10,
9/8/2000,34,NULO,20,9,
10/8/2000,0,NULO,18,8,
11/8/2000,10,NULO,19,7,
12/8/2000,19,NULO,17,10,
13/08/2000,2,NULO,18,10,
14/08/2000,5,NULO,20,11,
15/08/2000,7.5,NULO,19,10,
16/08/2000,0,NULO,20,9,
17/08/2000,0,NULO,20,6,
18/08/2000,0,NULO,20,5,
19/08/2000,0,NULO,22,8,
20/08/2000,10,NULO,23,9,
21/08/2000,5.5,NULO,18,10,
22/08/2000,11.5,NULO,15,11,
23/08/2000,0,NULO,18,10,
24/08/2000,0,NULO,19,9,
25/08/2000,0,NULO,21,8,
26/08/2000,0,NULO,21,7,
27/08/2000,0,NULO,18,9,
28/08/2000,1,NULO,21,9,
29/08/2000,0,NULO,22,11,
30/08/2000,0,NULO,29,12,
31/08/2000,0,NULO,26,10,
1/10/2000,0,NULO,20,4,
2/10/2000,0,NULO,26,8,
3/10/2000,0,NULO,25,4,
4/10/2000,0,NULO,24,3,
5/10/2000,0,NULO,24,9,
6/10/2000,0,NULO,22,10,
7/10/2000,0,NULO,18,11,
8/10/2000,0,NULO,20,7,
9/10/2000,0,NULO,22,9,
10/10/2000,0,NULO,21,5,
11/10/2000,0,NULO,20,7,
12/10/2000,0,NULO,20,6,
13/10/2000,0,NULO,22,8,
14/10/2000,0,NULO,21,9,
15/10/2000,17.5,NULO,22,5,
16/10/2000,1.5,NULO,19,9,
17/10/2000,0,NULO,20,9,
18/10/2000,0,NULO,16,6,
19/10/2000,0,NULO,22,6,
20/10/2000,0,NULO,20,5,
21/10/2000,0,NULO,23,8,
22/10/2000,4,NULO,22,5,
23/10/2000,0,NULO,18,10,
24/10/2000,0,NULO,20,8,
25/10/2000,0,NULO,20,6,
26/10/2000,0,NULO,24,6,
27/10/2000,0,NULO,20,6,
28/10/2000,0,NULO,25,4,
29/10/2000,0,NULO,23,4,
30/10/2000,0,NULO,22,5,
31/10/2000,0,NULO,23,5,
1/11/2000,0,1.21,24,7,
2/11/2000,0,1.44,24,6,
3/11/2000,4.5,6.06,24,5,
4/11/2000,0,3.31,24,5,
5/11/2000,0,3.99,22,5,
6/11/2000,0,5.46,21,7,
7/11/2000,0,6.64,21,7,
8/11/2000,0,6.68,22,6,
9/11/2000,0,3.67,24,6,
10/11/2000,0,7.28,22,4,
11/11/2000,0,3.8,24,6,
12/11/2000,0,2.31,25,9,
13/11/2000,0,4.73,22,7,
14/11/2000,0,4.29,25,5,
15/11/2000,0,1.48,23,7,
16/11/2000,0,6.22,23,5,
17/11/2000,0,3.87,22,6,
18/11/2000,0,5.12,25,7,
19/11/2000,0,2.03,22,5,
20/11/2000,0,5.97,23,6,
21/11/2000,0,2.79,19,7,
22/11/2000,0,2.19,15,6,
23/11/2000,0,2.14,21,7,
24/11/2000,3,7.6,22,8,
25/11/2000,0,2.32,23,7,
26/11/2000,0,2.17,20,8,
27/11/2000,5,7.41,22,7,
28/11/2000,0,2.94,20,3,
29/11/2000,0,2.11,20,3,
30/11/2000,0,2.37,20,6,
1/1/2001,0,2.41,17,4,
2/1/2001,0,3.39,18,3,
3/1/2001,0,1.52,21,2,
4/1/2001,0,3.17,17,1,
5/1/2001,0,5.31,21,2,
6/1/2001,0,2.72,21,2,
7/1/2001,0,4.6,23,5,
8/1/2001,0,2.95,22,3,
9/1/2001,4,3.95,20,3,
10/1/2001,0,4.02,16,7,
11/1/2001,0,2.99,17,5,
12/1/2001,0,3.61,20,3,
13/01/2001,0,4.81,18,4,
14/01/2001,0,1.73,22,2,
15/01/2001,0,5.03,23,4,
16/01/2001,0,8.46,19,5,
17/01/2001,0,6.97,22,3,
18/01/2001,0,6.51,22,7,
19/01/2001,0,5.93,19,6,
20/01/2001,0,3.22,18,4,
21/01/2001,0,3.71,25,4,
22/01/2001,0,4.53,21,3,
23/01/2001,0,4.6,19,4,
24/01/2001,0,2.9,22,7,
25/01/2001,0,4.74,21,3,
26/01/2001,0,2.43,20,5,
27/01/2001,0,6.02,22,6,
28/01/2001,0,6.44,22,6,
29/01/2001,0,4.12,21,6,
30/01/2001,0,4.31,21,5,
31/01/2001,0,5.12,22,5,
1/2/2001,0,2.75,17,4,
2/2/2001,0,3.25,19,6,
3/2/2001,0,3.09,19,4,
4/2/2001,0,3.08,21,7,
5/2/2001,0,3.87,23,10,
6/2/2001,0,3.64,20,6,
7/2/2001,0,3.92,21,5,
8/2/2001,0,3.92,19,8,
9/2/2001,0,1.77,25,8,
10/2/2001,0,1.96,23,5,
11/2/2001,0,2.32,20,7,
12/2/2001,0,2.84,22,6,
13/02/2001,0,3.26,21,6,
14/02/2001,0,4.17,20,5,
15/02/2001,0,6.29,26,5,
16/02/2001,0,5.67,25,8,
17/02/2001,0,5.82,20,9,
18/02/2001,0,6.77,18,7,
19/02/2001,0,5.46,25,9,
20/02/2001,0,3.87,23,5,
21/02/2001,0,5.73,22,4,
22/02/2001,0,6.35,25,5,
23/02/2001,0,4.69,25,7,
24/02/2001,0,7.35,25,6,
25/02/2001,0,4.21,23,7,
26/02/2001,0,4.77,20,6,
27/02/2001,0,1.45,22,6,
28/02/2001,1,3.16,21,7,
1/3/2001,11,6.74,20,5,
2/3/2001,6,4.18,22,4,
3/3/2001,22,6.83,13,4,
4/3/2001,0,4.29,16,5,
5/3/2001,0,4.34,22,5,
6/3/2001,0,5.25,18,0,
7/3/2001,0,7.54,21,5,
8/3/2001,0,4.23,23,5,
9/3/2001,0,5.29,22,6,
10/3/2001,0,4.67,24,6,
11/3/2001,0,4.25,22,8,
12/3/2001,0,5.37,21,6,
13/03/2001,0,5.8,25,6,
14/03/2001,0,3.97,27,9,
15/03/2001,0,5.83,25,8,
16/03/2001,0,6.47,24,7,
17/03/2001,0,8.68,23,5,
18/03/2001,0,9.58,25,7,
19/03/2001,0,9.88,22,6,
20/03/2001,0,4,23,4,
21/03/2001,0,5.39,23,3,
22/03/2001,0,4.21,24,4,
23/03/2001,0,9.47,25,5,
24/03/2001,0,8.87,26,6,
25/03/2001,0,7.12,23,7,
26/03/2001,0,8.02,26,4,
27/03/2001,0,7.44,24,5,
28/03/2001,0,6.87,23,7,
29/03/2001,0,9.53,21,5,
30/03/2001,0,6.87,22,6,
31/03/2001,0,7.43,23,4,
1/4/2001,0,8.81,26,6,
2/4/2001,0,11.06,25,5,
3/4/2001,0,7.93,26,7,
4/4/2001,0,11.07,24,4,
5/4/2001,0,9.19,26,8,
6/4/2001,0,9.17,30,6,
7/4/2001,0,9.92,28,10,
8/4/2001,0,8.33,28,6,
9/4/2001,0,8.19,22,7,
10/4/2001,0,11.26,30,10,
11/4/2001,0,11.19,30,10,
12/4/2001,0,6.84,30,7,
13/04/2001,0,5.89,25,10,
14/04/2001,0,7.8,31,6,
15/04/2001,0,6.7,30,10,
16/04/2001,0,7.74,30,6,
17/04/2001,0,5.46,30,7,
18/04/2001,0,4.48,29,7,
19/04/2001,0,8.21,29,7,
20/04/2001,0,3.81,24,10,
21/04/2001,1,6.9,27,10,
22/04/2001,3,8.05,21,8,
23/04/2001,0,5.93,28,12,
24/04/2001,0,5.12,28,10,
25/04/2001,6,3.28,25,9,
26/04/2001,11.5,4.69,24,9,
27/04/2001,0,3.33,26,8,
28/04/2001,6,3.65,24,7,
29/04/2001,4,1.33,21,6,
30/04/2001,0,2.82,23,5,
1/5/2001,1,4.42,21,5,
2/5/2001,0,8.06,22,8,
3/5/2001,0,9.15,23,6,
4/5/2001,0,9.76,20,7,
5/5/2001,0,6.8,23,8,
6/5/2001,0,6.44,25,9,
7/5/2001,20.5,5.66,27,8,
8/5/2001,7,8.75,20,6,
9/5/2001,0,4.07,23,5,
10/5/2001,0,7.41,22,6,
11/5/2001,14,2.12,21,7,
12/5/2001,1,0.4,20,7,
13/05/2001,0.5,1.35,22,8,
14/05/2001,0,9.9,23,6,
15/05/2001,0,5.05,25,8,
16/05/2001,0,8.3,27,8,
17/05/2001,0,3.71,25,10,
18/05/2001,0,8.33,29,8,
19/05/2001,0,5.63,29,11,
20/05/2001,0,9.21,31,10,
21/05/2001,2,6.44,29,12,
22/05/2001,4,3.35,26,11,
23/05/2001,14.5,6.14,22,11,
24/05/2001,0,6.51,20,10,
25/05/2001,0,2.71,23,8,
26/05/2001,0,5.34,24,9,
27/05/2001,0,4.08,26,8,
28/05/2001,0,6.63,21,11,
29/05/2001,0,6.14,29,7,
30/05/2001,0,4.66,22,11,
31/05/2001,0,3.19,29,10,
1/6/2001,0,NULO,20,8,
2/6/2001,0,NULO,19,11,
3/6/2001,0,NULO,25,12,
4/6/2001,0,NULO,21,9,
5/6/2001,0,NULO,23,8,
6/6/2001,0,NULO,18,12,
7/6/2001,0,NULO,20,7,
8/6/2001,0,NULO,23,9,
9/6/2001,1,NULO,22,8,
10/6/2001,0,NULO,22,9,
11/6/2001,2,NULO,20,9,
12/6/2001,0,NULO,21,8,
13/06/2001,13,NULO,22,10,
14/06/2001,8,NULO,27,10,
15/06/2001,10,NULO,18,13,
16/06/2001,0,NULO,21,10,
17/06/2001,0,NULO,19,7,
18/06/2001,0,NULO,20,7,
19/06/2001,0,NULO,22,7,
20/06/2001,3,NULO,21,11,
21/06/2001,2,NULO,22,9,
22/06/2001,6,NULO,21,8,
23/06/2001,9,NULO,21,11,
24/06/2001,0,NULO,21,9.5,
25/06/2001,0,NULO,24,9,
26/06/2001,5,NULO,21,8,
27/06/2001,7,NULO,22,6,
28/06/2001,0,NULO,22,9,
29/06/2001,2,NULO,21,10,
30/06/2001,0,NULO,23,9,
1/7/2001,0,NULO,23,11,
2/7/2001,7.5,NULO,20,7,
3/7/2001,28,NULO,15,10,
4/7/2001,11,NULO,22,10.5,
5/7/2001,0,NULO,22,10,
6/7/2001,0,NULO,22,11,
7/7/2001,0,NULO,22,8,
8/7/2001,22,NULO,21,6,
9/7/2001,13,NULO,22,8,
10/7/2001,0,NULO,22,9,
11/7/2001,11,NULO,21,10.5,
12/7/2001,0,NULO,21,10,
13/07/2001,0,NULO,22,8.5,
14/07/2001,1.5,NULO,21,8.5,
15/07/2001,8.5,NULO,23,9,
16/07/2001,0,NULO,19,9,
17/07/2001,0,NULO,22,10,
18/07/2001,0,NULO,21,9,
19/07/2001,3.5,NULO,22,10,
20/07/2001,1,NULO,22,11,
21/07/2001,2.5,NULO,25,9,
22/07/2001,7,NULO,24,9,
23/07/2001,1,NULO,22,9.5,
24/07/2001,4.5,NULO,23,10,
25/07/2001,0,NULO,22,10,
26/07/2001,9,NULO,22,9,
27/07/2001,0,NULO,21,10,
28/07/2001,20.8,NULO,23,9,
29/07/2001,0,NULO,22,7,
30/07/2001,0,NULO,22,7,
31/07/2001,5,NULO,23,10,
1/8/2001,0,NULO,22,11,
2/8/2001,0,NULO,22,10,
3/8/2001,6,NULO,23,7,
4/8/2001,2.5,NULO,23,9,
5/8/2001,0,NULO,23,7,
6/8/2001,0,NULO,23,9,
7/8/2001,9.5,NULO,22,8,
8/8/2001,10,NULO,21,11,
9/8/2001,0,NULO,22,11,
10/8/2001,0,NULO,23,7,
11/8/2001,7.5,NULO,21,9.5,
12/8/2001,23,NULO,21,10,
13/08/2001,0,NULO,23,10,
14/08/2001,3,NULO,23,10,
15/08/2001,0,NULO,23,7,
16/08/2001,8,NULO,23,8,
17/08/2001,7.5,NULO,23,11,
18/08/2001,0,NULO,25,11,
19/08/2001,0,NULO,26,6,
20/08/2001,0,NULO,27,7,
21/08/2001,0,NULO,26,7,
22/08/2001,0,NULO,23,6,
23/08/2001,0,NULO,21,8,
24/08/2001,1,NULO,19,12,
25/08/2001,8.5,NULO,24,11,
26/08/2001,14.5,NULO,19,11,
27/08/2001,18,NULO,18,12,
28/08/2001,4.5,NULO,20,10,
29/08/2001,21,NULO,24,10,
30/08/2001,0,NULO,18,12,
31/08/2001,0,NULO,20,9,
1/9/2001,31.5,6.83,22,11,
2/9/2001,16,6.59,22,10,
3/9/2001,0,2.78,22,10,
4/9/2001,0,5.08,22,10,
5/9/2001,0,4.69,22,11,
6/9/2001,14,5.28,22,12,
7/9/2001,6,4.35,22,10,
8/9/2001,55,5.52,25,8,
9/9/2001,47,6.03,24,10,
10/9/2001,42.5,5.66,24,10,
11/9/2001,0,5.39,20,10,
12/9/2001,0,3.05,20,11,
13/09/2001,0,3.02,22,8,
14/09/2001,0,3.76,21,11,
15/09/2001,0,3.16,20,5,
16/09/2001,0,4.19,21,7,
17/09/2001,0,3.94,24,10,
18/09/2001,5.5,4.37,23,8,
19/09/2001,6,5.01,23,8,
20/09/2001,0,2.7,23,10,
21/09/2001,0,4.86,22,10,
22/09/2001,0,3.47,21,10,
23/09/2001,4,3.59,20,9,
24/09/2001,5,4.42,20,10,
25/09/2001,19,2.69,22,8,
26/09/2001,0,3.08,20,10,
27/09/2001,0,3.68,16,9,
28/09/2001,0,2.96,19,6,
29/09/2001,0,3.52,18,8,
30/09/2001,0,3.26,18,4,
1/10/2001,0,NULO,20,7,
2/10/2001,0,NULO,18,5,
3/10/2001,5,NULO,20,7,
4/10/2001,8,NULO,18,5,
5/10/2001,0,NULO,19,8,
6/10/2001,0,NULO,21,6,
7/10/2001,0,NULO,19,9,
8/10/2001,0,NULO,20,10,
9/10/2001,0,NULO,16,8,
10/10/2001,0,NULO,21,6,
11/10/2001,17,NULO,18,8,
12/10/2001,0,NULO,19,7,
13/10/2001,0,NULO,22,9,
14/10/2001,26,NULO,22,10,
15/10/2001,0,NULO,21,8,
16/10/2001,1,NULO,20,7,
17/10/2001,0,NULO,22,9,
18/10/2001,0,NULO,21,6,
19/10/2001,0,NULO,23,4,
20/10/2001,0,NULO,22,-0.2,
21/10/2001,0,NULO,24,-0.2,
22/10/2001,0,NULO,20,0,
23/10/2001,0,NULO,23,-0.4,
24/10/2001,0,NULO,25,7,
25/10/2001,0,NULO,23,9,
26/10/2001,2,NULO,15,10,
27/10/2001,1,NULO,11,8,
28/10/2001,0,NULO,10,5,
29/10/2001,0,NULO,15,4,
30/10/2001,0,NULO,14,2,
31/10/2001,0,NULO,13,-0.2,
1/11/2001,0,NULO,22,5,
2/11/2001,0,NULO,22,4,
3/11/2001,0,NULO,18,0,
4/11/2001,0,NULO,18,1,
5/11/2001,0,NULO,15,6,
6/11/2001,0,NULO,20,6,
7/11/2001,0,NULO,22,5,
8/11/2001,0,NULO,19,4,
9/11/2001,0,NULO,20,2,
10/11/2001,0,NULO,20,8,
11/11/2001,0,NULO,20,5,
12/11/2001,0,NULO,22,6,
13/11/2001,0,NULO,22,2,
14/11/2001,0,NULO,27,5,
15/11/2001,0,NULO,22,7,
16/11/2001,0,NULO,24,8,
17/11/2001,5,NULO,20,10,
18/11/2001,0,NULO,21,9,
19/11/2001,0,NULO,25,-0.1,
20/11/2001,0,NULO,20,-0.2,
21/11/2001,0,NULO,18,6,
22/11/2001,0,NULO,18,5,
23/11/2001,0,NULO,21,4,
24/11/2001,0,NULO,25,3,
25/11/2001,0,NULO,25,5,
26/11/2001,0,NULO,24,6,
27/11/2001,0,NULO,20,5,
28/11/2001,0,NULO,22,5,
29/11/2001,0,NULO,22,6,
30/11/2001,0,NULO,24,4,
1/12/2001,0,NULO,25,2,
2/12/2001,0,NULO,25,3,
3/12/2001,0,NULO,21,0,
4/12/2001,0,NULO,22,2,
5/12/2001,0,NULO,22,2,
6/12/2001,0,NULO,23,4,
7/12/2001,0,NULO,23,1,
8/12/2001,0,NULO,23,1,
9/12/2001,0,NULO,23,2,
10/12/2001,0,NULO,21,4,
11/12/2001,0,NULO,21,5,
12/12/2001,0,NULO,22,5,
13/12/2001,0,NULO,23,6,
14/12/2001,0,NULO,24,6,
15/12/2001,0,NULO,24,6,
16/12/2001,0,NULO,23,6,
17/12/2001,0,NULO,23,4,
18/12/2001,0,NULO,25,4,
19/12/2001,0,NULO,15,5,
20/12/2001,0,NULO,29,3,
21/12/2001,0,NULO,23,0,
22/12/2001,0,NULO,21,1,
23/12/2001,0,NULO,22,6,
24/12/2001,0,NULO,15,8,
25/12/2001,0,NULO,20,4,
26/12/2001,0,NULO,17,4,
27/12/2001,0,NULO,14,7,
28/12/2001,0,NULO,19,2,
29/12/2001,0,NULO,20,1,
30/12/2001,0,NULO,20,0,
31/12/2001,0,NULO,18,1,
1/1/2002,0,NULO,18,3,
2/1/2002,0,NULO,18,3,
3/1/2002,0,NULO,20,0,
4/1/2002,0,NULO,20,3,
5/1/2002,0,NULO,20,1,
6/1/2002,0,NULO,22,-4,
7/1/2002,0,NULO,21,-2,
8/1/2002,0,NULO,21,-2,
9/1/2002,0,NULO,24,-4,
10/1/2002,0,NULO,21,1,
11/1/2002,3,NULO,21,1,
12/1/2002,4,NULO,12,7,
13/01/2002,26.5,NULO,9,5,
14/01/2002,0,NULO,18,1,
15/01/2002,0,NULO,20,2,
16/01/2002,0,NULO,24,1,
17/01/2002,0,NULO,24,0,
18/01/2002,0,NULO,25,1,
19/01/2002,0,NULO,24,5,
20/01/2002,0,NULO,24,6,
21/01/2002,0,NULO,23,3,
22/01/2002,0,NULO,23,6,
23/01/2002,0,NULO,24,5,
24/01/2002,0,NULO,23,7,
25/01/2002,0,NULO,21,4,
26/01/2002,0,NULO,24,2,
27/01/2002,0,NULO,24,3,
28/01/2002,0,NULO,26,3,
29/01/2002,0,NULO,25,5,
30/01/2002,0,NULO,23,6,
31/01/2002,0,NULO,24,5,
1/2/2002,0,NULO,23,6,
2/2/2002,0,NULO,22,6,
3/2/2002,0,NULO,23,4,
4/2/2002,0,NULO,24,4,
5/2/2002,0,NULO,26,8,
6/2/2002,0,NULO,21,5,
7/2/2002,0,NULO,22,5,
8/2/2002,0,NULO,20,8,
9/2/2002,0,NULO,21,1,
10/2/2002,2,NULO,20,6,
11/2/2002,4,NULO,20,-1,
12/2/2002,1,NULO,11,-1,
13/02/2002,0,NULO,16,6,
14/02/2002,0,NULO,20,0,
15/02/2002,0,NULO,23,2,
16/02/2002,0,NULO,23,5,
17/02/2002,0,NULO,25,2,
18/02/2002,0,NULO,23,7,
19/02/2002,0,NULO,23,8,
20/02/2002,0,NULO,22,5,
21/02/2002,17,NULO,23,5,
22/02/2002,0,NULO,11,6,
23/02/2002,0,NULO,20,-3,
24/02/2002,0,NULO,21,-1,
25/02/2002,0,NULO,21,0,
26/02/2002,0,NULO,25,4,
27/02/2002,0,NULO,21,1,
28/02/2002,0,NULO,20,8,
1/3/2002,0,7.2,22,8,
2/3/2002,0,7.93,25,7,
3/3/2002,0,8.91,24,7,
4/3/2002,0,5.61,24,3,
5/3/2002,0,4.35,23,2,
6/3/2002,0,4.97,24,4,
7/3/2002,0,4.8,24,5,
8/3/2002,0,6.34,25,6,
9/3/2002,0,7.56,26,6,
10/3/2002,0,4.5,22,4,
