COMISI?ÙN NACIONAL DEL AGUA,,,,,
COORDINACI?ÙN GENERAL DEL SERVICIO METEOROL?ÙGICO NACIONAL,,,,,
BASE DE DATOS CLIMATOL?ÙGICA NACIONAL ,,,,,
,,,,,
REGISTRO DIARIO HIST?ÙRICO,,,,,
EMISI?ÙN   : 21/03/2025 ,,,,,
,,,,,
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARCH DE 2025; ,,,,,
CON LA INFORMACI?ÙN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS ,,,,,
,,,,,
 ESTACI?ÙN  : 22057 ,,,,,
 NOMBRE    : PE?ÊAMILLER (DGE) ,,,,,
 ESTADO    : QUER?ÎTARO ,,,,,
 MUNICIPIO : PE?ÊAMILLER ,,,,,
 SITUACI?ÙN : OPERANDO ,,,,,
 CVE-OMM   :   ,,,,,
 LATITUD   : 21.05 ?? ,,,,,
 LONGITUD  : -99.8 ?? ,,,,,
 ALTITUD   : 1341 msnm ,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
FECHA,PRECIP,EVAP,TMAX,TMIN,
,(mm),(mm),(??C,),(??C)
26/01/2011,0,3.72,25,9,
27/01/2011,0,3.09,24,9,
28/01/2011,0,3.78,27.5,10,
29/01/2011,0,3.35,29,9,
30/01/2011,0,4.42,32,9,
31/01/2011,0,5.97,33,10,
1/2/2011,0,4.59,30,10.5,
2/2/2011,0,3.75,25,10,
3/2/2011,0,2.78,21,7,
4/2/2011,0,4.88,30,4.5,
5/2/2011,0,3.64,29,3.5,
6/2/2011,0,4.7,31,4,
7/2/2011,0,4.05,26,7,
8/2/2011,0,4.4,31,4.5,
9/2/2011,0,4.72,33,5,
10/2/2011,0,4.4,26,9,
11/2/2011,0,4.02,27,5,
12/2/2011,0,2.7,20,5.5,
13/02/2011,0,3.26,23,5.5,
14/02/2011,0,4.99,30,4.5,
15/02/2011,0,4.99,32,4,
16/02/2011,0,5.44,34,5,
17/02/2011,0,5.81,34,7,
18/02/2011,0,5.78,33.5,8,
19/02/2011,0,5.01,32,8,
20/02/2011,0,5.37,33,9,
21/02/2011,0,5.64,34.5,9.5,
22/02/2011,0,6.95,34.5,10,
23/02/2011,0,4.68,28,12,
24/02/2011,0,5.97,34,13,
25/02/2011,0,5.41,32,13.5,
26/02/2011,0,5.29,34,13,
27/02/2011,0,6.95,36,14,
28/02/2011,0,7.25,35,14,
1/3/2011,0,6.02,31,11,
2/3/2011,0,7.16,34,8,
3/3/2011,0,6.75,34,9,
4/3/2011,0,6.38,36,10,
5/3/2011,0,6.11,33,10,
6/3/2011,0,5.84,25,11.5,
7/3/2011,0,8.69,34,9,
8/3/2011,0,6.33,34.5,10,
9/3/2011,0,8.03,34.5,10,
10/3/2011,0,6.28,25,11,
11/3/2011,0,5.69,30,8,
12/3/2011,0,6.06,33,8,
13/03/2011,0,6.58,34,10,
14/03/2011,3,5.96,28,12,
15/03/2011,0,5.36,30,12,
16/03/2011,0,4.65,31,12,
17/03/2011,0,5.46,32,11,
18/03/2011,0,5.54,30,11,
19/03/2011,0,6.62,32,12,
20/03/2011,0,7.2,32.5,12,
21/03/2011,0,6.45,30,12,
22/03/2011,0,7.77,33,10,
23/03/2011,0,8.22,35,11,
24/03/2011,0,7.71,35,13,
25/03/2011,0,7.94,37,13,
26/03/2011,0,7.66,37,15,
27/03/2011,0,9.1,37.5,15,
28/03/2011,0,7.87,37,16.5,
29/03/2011,0,6.96,38,16,
30/03/2011,0,8.18,37,15,
31/03/2011,0,7.56,36.5,16,
1/4/2011,0.01,5.98,35,15,
2/4/2011,0.01,5.42,34,13,
3/4/2011,0.01,6.31,35,14,
4/4/2011,0,8.95,37,15,
5/4/2011,0,8.1,34,15,
6/4/2011,0,8.95,37,13,
7/4/2011,0,8,38,13,
8/4/2011,0,7.81,37.5,15,
9/4/2011,0,9.31,38.5,17,
10/4/2011,0,7.52,38.5,18,
11/4/2011,0,9.29,37,18,
12/4/2011,0,8.81,34,14.5,
13/04/2011,0,7.26,37,12.5,
14/04/2011,0,9.09,35.5,13,
15/04/2011,0.01,6.55,38,17,
16/04/2011,0.01,5.11,28,18.5,
17/04/2011,19.8,9.86,34,17,
18/04/2011,0.01,7.15,35,15,
19/04/2011,0.01,7.24,36,16,
20/04/2011,0.01,8.86,38,16.5,
21/04/2011,0.01,5.9,36,17,
22/04/2011,0.01,5.75,35,16.5,
23/04/2011,0,8.05,37,17,
24/04/2011,0,8.5,37.5,18,
25/04/2011,0,9.59,38,18.5,
26/04/2011,0,9.15,39,16,
27/04/2011,0,10.21,39.5,15,
28/04/2011,0,8.2,33,16,
29/04/2011,0,5.4,37,14.5,
30/04/2011,3,6.65,38,14,
1/5/2011,3.6,8.4,38,18,
2/5/2011,0.01,6.15,34.5,18,
3/5/2011,0,4.8,24,16,
4/5/2011,0,6.52,26,13,
5/5/2011,0,6.76,33,12,
6/5/2011,0,6.82,32,12.5,
7/5/2011,0,6.6,36,15,
8/5/2011,0,9.5,37,16,
9/5/2011,0.01,7.82,38,18,
10/5/2011,1.2,8.32,39,18,
11/5/2011,0,7.8,38,18.5,
12/5/2011,0,10.05,39,19,
13/05/2011,0,8.16,37,20,
14/05/2011,0,7.06,34,21,
15/05/2011,0,8.11,36,19,
16/05/2011,0.01,7,36,19.5,
17/05/2011,0,7.1,38,18,
18/05/2011,0.01,7.47,38,19,
19/05/2011,0,8.28,39,17.5,
20/05/2011,0,7.28,38.5,18,
21/05/2011,0.01,9.92,39,19,
22/05/2011,0.01,6.39,38.5,19,
23/05/2011,0.01,7.96,39,19,
24/05/2011,0,10.11,41,18,
25/05/2011,0,9.35,41,19,
26/05/2011,0,8.45,38,20,
27/05/2011,0,8.58,39,19.5,
28/05/2011,0,10.67,39,20,
29/05/2011,0,7.45,38,20,
30/05/2011,3.2,7.57,37,20,
31/05/2011,0,9.68,33,20,
1/6/2011,0.01,1.21,25,17,
2/6/2011,0,8.29,31,14,
3/6/2011,0,5.33,32,14,
4/6/2011,0.01,6.33,33.5,14,
5/6/2011,2.8,3.07,29,15,
6/6/2011,0,7.37,32,14,
7/6/2011,0,9.46,35,15,
8/6/2011,0,8.35,35,16.5,
9/6/2011,0,7.8,37,17,
10/6/2011,0,9.6,38,18,
11/6/2011,0,7.03,35,18,
12/6/2011,0,8.24,34,17,
13/06/2011,0,7.98,32,16,
14/06/2011,0,8.98,35,16,
15/06/2011,0,9.53,36.5,16,
16/06/2011,0,8.81,37,18,
17/06/2011,0,8.89,36,19,
18/06/2011,0,9.38,35,19,
19/06/2011,0,9.03,34.5,18,
20/06/2011,0.01,6.5,36,19,
21/06/2011,3.8,4.65,34,20.5,
22/06/2011,0.01,3.08,30,19.5,
23/06/2011,25.5,4.85,32,19.5,
24/06/2011,1,4.03,30,19,
25/06/2011,0.01,4.44,30,19,
26/06/2011,0,6.23,30,18.5,
27/06/2011,1.8,4.32,31.5,19,
28/06/2011,11.8,5.17,30,19,
29/06/2011,8.6,2.68,25,19,
30/06/2011,29.8,2.3,21,18,
1/7/2011,18.5,2.9,23.5,18,
2/7/2011,2,2.52,26,18,
3/7/2011,1.2,2.9,25,18,
4/7/2011,0,4.87,28,16.5,
5/7/2011,0,7.17,30,17,
6/7/2011,0,8.09,31,17,
7/7/2011,0,5.59,32,18,
8/7/2011,0.01,4.79,32.5,18,
9/7/2011,0.01,5.54,33,19,
10/7/2011,0.01,6.18,32,20,
11/7/2011,0,6.45,31,18.5,
12/7/2011,0.01,NULO,32,19,
13/07/2011,6.2,7.9,31,19,
14/07/2011,1.5,6.77,26,18.5,
15/07/2011,0,4.28,30,18,
16/07/2011,0.01,2.75,29,17,
17/07/2011,5.5,10.33,23,17.5,
18/07/2011,0.01,7.47,27.5,17.5,
19/07/2011,16,7.3,31,17,
20/07/2011,0,1.48,34,18,
21/07/2011,3.5,7.62,32,17,
22/07/2011,0.01,6.9,30,18,
23/07/2011,0,7.52,32,18.5,
24/07/2011,0,7.98,30,17.5,
25/07/2011,0,5.87,30,18,
26/07/2011,0,5.65,33,17,
27/07/2011,1,5.97,33,18,
28/07/2011,3.5,7.83,32,18.5,
29/07/2011,0,7.6,30.5,17.5,
30/07/2011,0.01,0.6,30,17,
31/07/2011,2,NULO,26,18,
1/8/2011,2.5,3.95,26,17,
2/8/2011,0,6.35,30,17,
3/8/2011,0,6.05,30,17,
4/8/2011,0,6.48,32,16.5,
5/8/2011,0,7.9,33,18,
6/8/2011,0,6.3,32,18,
7/8/2011,4.3,4.48,32,17.5,
8/8/2011,0,6.97,33,17.5,
9/8/2011,0,8.02,35,18,
10/8/2011,0.01,7.83,36.5,20,
11/8/2011,0.01,7.57,36,18,
12/8/2011,0.01,8.18,34,19,
13/08/2011,0.01,6.51,32,17.5,
14/08/2011,0,8.44,32,18,
15/08/2011,0.01,9,31,16,
16/08/2011,0,9.1,32,17,
17/08/2011,0,8.88,32.5,17,
18/08/2011,0,9.51,32,16,
19/08/2011,0,6.9,33,15.5,
20/08/2011,0,8.4,34,16,
21/08/2011,1,7.5,31,17,
22/08/2011,2.2,5.79,28,17,
23/08/2011,0.01,5.31,32,18,
24/08/2011,0,7.35,32.5,16.5,
25/08/2011,0,6.65,31.5,17,
26/08/2011,0,8.99,33,17,
27/08/2011,0.01,6.46,32,18,
28/08/2011,2,6.09,31,19,
29/08/2011,0,5.91,32,17.5,
30/08/2011,0,7.75,31,16,
31/08/2011,0,7.6,30,16,
1/9/2011,0.01,5.23,32,19,
2/9/2011,18.3,10.7,33,20,
3/9/2011,10.7,NULO,31,20,
4/9/2011,0.01,2.22,29,18,
5/9/2011,2.5,4.34,28,18,
6/9/2011,0.01,1.54,24,18,
7/9/2011,0,5.97,27,12,
8/9/2011,0,5.82,27,10,
9/9/2011,0,6.9,27,10,
10/9/2011,0,6.26,29,10,
11/9/2011,1,1.45,25,10,
12/9/2011,0,6.15,28,14,
13/09/2011,0,7.5,31.5,14,
14/09/2011,0,6.98,32,14.5,
15/09/2011,0,6.15,30.5,15,
16/09/2011,0,4.77,30.5,15,
17/09/2011,0,7.1,32,19,
18/09/2011,0.01,5.55,30,17,
19/09/2011,0,7.6,30.5,15,
20/09/2011,0,5.55,30,14.5,
21/09/2011,0,5.25,30,14,
22/09/2011,0,5.09,30.5,13,
23/09/2011,0,4.97,30,10,
24/09/2011,0,7.85,31,11,
25/09/2011,0,7.93,33,14,
26/09/2011,0,8.07,35,14,
27/09/2011,0,8.33,35,13.5,
28/09/2011,0,6.7,33,13,
29/09/2011,0,6.2,34,12,
30/09/2011,4.5,2.25,29,12,
1/10/2011,0,3.03,28,16.5,
2/10/2011,0,2.72,26,17,
3/10/2011,0,3.97,27,10,
4/10/2011,0,5.85,28,11,
5/10/2011,0,5.11,29,12,
6/10/2011,0,4.99,29,14,
7/10/2011,0,5.03,28,14,
8/10/2011,2.5,4.32,29,15.5,
9/10/2011,1.5,3.61,29,17,
10/10/2011,0,5.27,28,17,
11/10/2011,0,1.77,29,13,
12/10/2011,0,3.76,28,15,
13/10/2011,0,2.45,28,12,
14/10/2011,0,3.92,29,12,
15/10/2011,0,5.06,30,11,
16/10/2011,0,5.3,28,10,
17/10/2011,0,5.24,29,10,
18/10/2011,0,5.66,29,9,
19/10/2011,0,5.1,29,11,
20/10/2011,0,4.93,29,7.5,
21/10/2011,0,5.06,28,7,
22/10/2011,0,4.97,29,8,
23/10/2011,0,5.04,28,7,
24/10/2011,0,5.37,27,6,
25/10/2011,0,5.61,28,7,
26/10/2011,0,4.72,28,7,
27/10/2011,0,5.03,28,5,
28/10/2011,0,3.3,27,6,
29/10/2011,0,4.14,28,10,
30/10/2011,0,5.58,28,7,
31/10/2011,0,3.93,27,8,
1/11/2011,0,2.84,27,8,
2/11/2011,0,4.42,27,9,
3/11/2011,0,4.77,27,10,
4/11/2011,0,4.29,28,11,
5/11/2011,0,5.07,27,12,
6/11/2011,0,1.78,28,15,
7/11/2011,0,3.7,27,13,
8/11/2011,0,3.53,28,14,
9/11/2011,0,4.37,27,15,
10/11/2011,0,1.96,28,16,
11/11/2011,0,3.79,29,15,
12/11/2011,0,3.22,28,13,
13/11/2011,0,3.93,27,14,
14/11/2011,0,3.18,28,13,
15/11/2011,0,4.59,28,14,
16/11/2011,0,4.41,27,14,
17/11/2011,0,2.97,28,15,
18/11/2011,0,3.59,27,13,
19/11/2011,0,3.96,28,15,
20/11/2011,0,3.57,27,14,
21/11/2011,0,3.86,26,16,
22/11/2011,0,4.57,27,13,
23/11/2011,0,3.03,26,13,
24/11/2011,0,4.6,27,13,
25/11/2011,0,3.18,26,14,
26/11/2011,1.5,2.67,28,15,
27/11/2011,1,1.24,27,13,
28/11/2011,0,3.66,26,10,
29/11/2011,0,3.12,25,12,
30/11/2011,0,3.35,26,14,
1/12/2011,0,2.13,25,6,
2/12/2011,0,2.59,27,7,
3/12/2011,0,2.72,26,8,
4/12/2011,0,3.5,26,9,
5/12/2011,0,3.42,26,10,
6/12/2011,0,5.24,25,9,
7/12/2011,0,3.31,26,10,
8/12/2011,0,1.92,25,9,
9/12/2011,0,2.92,26,10,
10/12/2011,0,3.06,24,9,
11/12/2011,0,3.45,25,8,
12/12/2011,0,3.9,26,10,
13/12/2011,0,3.5,27,11,
14/12/2011,0,3.32,25,10,
15/12/2011,0,2.12,26,10,
16/12/2011,0,3.7,25,9,
17/12/2011,0,2.96,24,9,
18/12/2011,0,3.75,25,8,
19/12/2011,0,3.62,26,7,
20/12/2011,0,2.18,25,8,
21/12/2011,0,3.75,26,7,
22/12/2011,0,3.79,25,7,
23/12/2011,0,3.81,24,5,
24/12/2011,0,3.69,25,7,
25/12/2011,0,3.56,25,7,
26/12/2011,0,3.12,25,7,
27/12/2011,0,2.83,24,8,
28/12/2011,0,4.93,23,7,
29/12/2011,0,5.13,26,7,
30/12/2011,0,2.73,24,6,
31/12/2011,0,4.54,25,6,
1/1/2015,0,3.19,32,9,
2/1/2015,0,4.42,33,8,
3/1/2015,0,4.13,30,9,
4/1/2015,0,3.84,31,7,
5/1/2015,0,4.08,25,7,
6/1/2015,0,2.56,24,7,
7/1/2015,0,4.43,24,6,
8/1/2015,0,3.35,28,5,
9/1/2015,0,3.93,30,7,
10/1/2015,0,2.18,23,9,
11/1/2015,0,3.47,27,5,
12/1/2015,0,3.23,27,6,
13/01/2015,0,3.09,26,7,
14/01/2015,0,3.3,26,8,
15/01/2015,0,3.41,28,10,
16/01/2015,0,5.88,31,6,
17/01/2015,0,5.05,24,10,
18/01/2015,0,5.75,25,3,
19/01/2015,0,3.3,25,2,
20/01/2015,0,2.18,26,4,
21/01/2015,0,3.51,26,5,
22/01/2015,0,3.85,30,9,
23/01/2015,0,3.39,28,10,
24/01/2015,0,4.32,25,10,
25/01/2015,18.2,2.98,24,11,
26/01/2015,NULO,2.13,26,8,
27/01/2015,0,1.67,25,9,
28/01/2015,0,0.4,24,7,
29/01/2015,0,3.7,27,9,
30/01/2015,0,4.9,30,11,
31/01/2015,0,3.49,30,10,
1/2/2015,0,4.05,30,7,
2/2/2015,0,4.7,30,9,
3/2/2015,0,4.83,32,11,
4/2/2015,0,5.41,32,12,
5/2/2015,0,5.21,27,13,
6/2/2015,0,5.03,32,13.5,
7/2/2015,0,5.83,28,13,
8/2/2015,0,2.97,26,14,
9/2/2015,0,3.85,27,11,
10/2/2015,0,4.47,29,11,
11/2/2015,0,5.5,27,12,
12/2/2015,0,2.78,27,13,
13/02/2015,0,3.97,27,11,
14/02/2015,0,4.98,28,11,
15/02/2015,0,5.75,31,11,
16/02/2015,0,6.3,34,15,
17/02/2015,0,6.57,33,16,
18/02/2015,0,6.64,29,16,
19/02/2015,0,5.79,29,12,
20/02/2015,0,5.65,32,13,
21/02/2015,0,5.48,34,12,
22/02/2015,0,5.4,35,13,
23/02/2015,0,5.73,33,15,
24/02/2015,0,4.44,31,17,
25/02/2015,0,4.54,33,11,
26/02/2015,0,5.52,24,12,
27/02/2015,0,7.2,28,13,
28/02/2015,0,6.4,31,13,
1/3/2015,0,6.42,31,9,
2/3/2015,0,6.37,33,10,
3/3/2015,0,6.11,33,10,
4/3/2015,0,6.01,32,9,
5/3/2015,0,6.69,32,10,
6/3/2015,0,5.88,31,12,
7/3/2015,0,5.9,33,11,
8/3/2015,0,6.92,35,11,
9/3/2015,0,7.43,34,12,
10/3/2015,0,7.02,32,14,
11/3/2015,0,7.15,36,12,
12/3/2015,0,7.16,37,9,
13/03/2015,0,7.25,36,12,
14/03/2015,0,7.76,38,14,
15/03/2015,0,3.27,30,14,
16/03/2015,0,5.42,34,13,
17/03/2015,0,3.6,30,14,
18/03/2015,0,9.88,34,15,
19/03/2015,0,4.85,34,15,
20/03/2015,0,6.23,32,15,
21/03/2015,0,5.44,31,12,
22/03/2015,0,6.19,32,15,
23/03/2015,0,2.96,28,15,
24/03/2015,3.5,5.5,25,9,
25/03/2015,0,2.46,26,8,
26/03/2015,0,3.33,28,9,
27/03/2015,9,8.14,30,13,
28/03/2015,0,9.46,30,15,
29/03/2015,0,5.75,32,14,
30/03/2015,0,6.61,34,15,
31/03/2015,0,7.98,35,15,
1/4/2015,0,5.57,35,12,
2/4/2015,0,7.72,30,11,
3/4/2015,0,7.23,33,14,
4/4/2015,0,8.36,32,16,
5/4/2015,0,2.87,35,17,
6/4/2015,0,7.81,32,20,
7/4/2015,0,7.93,37,15,
8/4/2015,1.8,5.06,31,19,
9/4/2015,0,5.77,32,13,
10/4/2015,0,7.73,33,12,
11/4/2015,0,9.81,34,13,
12/4/2015,0,6.64,30,15,
13/04/2015,0,7.28,29,15,
14/04/2015,0,6.7,32,16,
15/04/2015,0,7.05,36,11,
16/04/2015,0,7.12,35,13,
17/04/2015,0,9.21,37,15,
18/04/2015,0,9.8,39,16,
19/04/2015,0,7.3,36,16,
20/04/2015,0,8.12,37,12,
21/04/2015,0,8.33,35,13,
22/04/2015,0,8.2,33,15,
23/04/2015,0.01,7.17,34,18,
24/04/2015,0,6.25,35,17,
25/04/2015,0,5.66,38,18,
26/04/2015,0,6.54,36,16,
27/04/2015,0,6.93,33,17,
28/04/2015,0,8.7,35,16,
29/04/2015,0.01,7.9,36,18,
30/04/2015,10.3,5.98,30,19,
1/5/2015,0,4.78,30,14,
2/5/2015,0,3.47,30,15,
3/5/2015,0,6.4,33,14,
4/5/2015,0,6.96,34,15,
5/5/2015,0.01,9,36,16,
6/5/2015,0.01,6.76,37,18,
7/5/2015,28.8,8.35,38,14,
8/5/2015,0.01,9.12,38,15,
9/5/2015,1.4,8.96,39,16,
10/5/2015,0.01,8.86,35,15,
11/5/2015,0.01,6.07,30,15,
12/5/2015,0,6.7,31,16,
13/05/2015,0,7.4,33,17,
14/05/2015,0,6.99,36,17,
15/05/2015,0,6.13,30,17,
16/05/2015,0,7.18,27,16,
17/05/2015,0,6.17,29,15,
18/05/2015,0,6.18,28,15,
19/05/2015,0,4.08,30,15,
20/05/2015,0,4.98,31,16,
21/05/2015,0,7.64,33,17,
22/05/2015,0,6.92,33,17,
23/05/2015,0,6.86,32,17,
24/05/2015,0,8.32,33,17,
25/05/2015,0,6.2,33,17,
26/05/2015,0,7.47,35,17,
27/05/2015,0.01,7.25,36,19,
28/05/2015,7.5,6.15,30,18,
29/05/2015,0,4.92,30,15,
30/05/2015,0,4.48,33,15,
31/05/2015,0,7.47,34,15,
1/6/2015,0,5.28,29,18,
2/6/2015,1,4.43,29,17,
3/6/2015,1,5.02,29,16,
4/6/2015,0,2.94,26,17,
5/6/2015,0,2.84,27,17,
6/6/2015,0,3.01,32,16,
7/6/2015,0,7.14,33,17,
8/6/2015,0,7.09,31,16,
9/6/2015,0,8.61,31,15,
10/6/2015,0,6.48,32,15,
11/6/2015,0,9.12,34,15,
12/6/2015,0,6.97,35,15,
13/06/2015,0,8.68,33,12,
14/06/2015,0,6.59,31,16,
15/06/2015,0,6.86,34,16,
16/06/2015,0,7.77,35,17,
17/06/2015,0,7.42,36,18,
18/06/2015,0,7.51,34,20,
19/06/2015,16.2,7.62,35,21,
20/06/2015,0,8.32,33,17,
21/06/2015,0,6.42,34,17,
22/06/2015,6.8,7.03,33,18,
23/06/2015,1,6.99,32,17,
24/06/2015,8.7,5.61,32,17,
25/06/2015,0,6.13,29,17,
26/06/2015,0,5.47,29,16,
27/06/2015,0,7.45,31,16,
28/06/2015,0,7.45,30,17,
29/06/2015,0,6.36,30,19,
30/06/2015,NULO,4.02,28,18,
1/7/2015,1.3,4.82,29,18,
2/7/2015,0,6.24,32,18,
3/7/2015,0,4.91,31,19,
4/7/2015,0,7.73,33,19,
5/7/2015,0,4.52,33,18,
6/7/2015,0,7.81,33,18,
7/7/2015,0,6.02,31,18,
8/7/2015,4.5,7.05,28,18,
9/7/2015,1.5,5.22,28,17,
10/7/2015,0,5.91,30,17,
11/7/2015,0,6.55,31,16,
12/7/2015,0,7.03,32,17,
13/07/2015,0,7.16,34,17,
14/07/2015,0,6.16,32,17,
15/07/2015,0,6.05,32,18,
16/07/2015,0,6.67,32,17,
17/07/2015,0.01,7.85,32,16,
18/07/2015,3.6,8.47,33,17,
19/07/2015,1,7.88,32,17,
20/07/2015,0.01,6.49,30,18,
21/07/2015,21.2,4.05,28,17,
22/07/2015,0,1.48,24,17,
23/07/2015,0,3.12,26,17,
24/07/2015,0,4.81,29,18,
25/07/2015,0,5.36,32,18,
26/07/2015,20,5.91,32,17,
27/07/2015,15,4.15,31,18,
28/07/2015,7.5,4.99,29,17,
29/07/2015,0.01,6.63,30,16,
30/07/2015,0.01,6.21,31,16,
31/07/2015,0.01,5.96,32,17,
1/8/2015,0.01,6.35,32,17,
2/8/2015,0,7.08,31,17,
3/8/2015,0,6.11,30,18,
4/8/2015,0,6.21,29,19,
5/8/2015,0,8.53,28,18,
6/8/2015,0,5.11,29,19,
7/8/2015,9.6,4.37,27,18,
8/8/2015,0,4.42,28,17,
9/8/2015,0,8.2,27,18,
10/8/2015,0,6.17,30,18,
11/8/2015,0,6.29,32,20,
12/8/2015,0,8.48,24,20,
13/08/2015,0,6.83,31,19,
14/08/2015,0,7.3,31,19,
15/08/2015,1,7.75,32,18,
16/08/2015,0.01,6.13,32,18,
17/08/2015,0,7.4,32,18,
18/08/2015,0,7.74,32,20,
19/08/2015,0.01,5.6,30,19,
20/08/2015,0,7.58,30,18,
21/08/2015,0,7.59,30,19,
22/08/2015,12.7,6.55,30,18,
23/08/2015,13.7,0.63,32,18,
24/08/2015,22.5,6.9,33,18,
25/08/2015,5.3,5.62,34,17,
26/08/2015,16.4,2.9,33,18,
27/08/2015,0,5.16,31,17,
28/08/2015,0,6.45,30,19,
29/08/2015,0,6.95,30,17,
30/08/2015,0,6.49,30,18,
31/08/2015,0,7.08,32,16,
1/9/2015,0,2.9,32,17.5,
2/9/2015,0,4.19,31,19,
3/9/2015,0,5.44,30,17,
4/9/2015,2.5,7.88,30,19,
5/9/2015,0,7.17,30,18,
6/9/2015,7.4,3.11,31,18,
7/9/2015,1.3,6.18,31,17,
8/9/2015,4,4.43,32,18.5,
9/9/2015,0,3.1,29,19,
10/9/2015,0,4.79,32,20,
11/9/2015,1.2,6.31,32,17.5,
12/9/2015,0,7.29,31,16,
13/09/2015,0,6.54,31,17,
14/09/2015,14.3,5.9,33,16,
15/09/2015,10.5,7.68,33,17,
16/09/2015,1.5,4.96,32,18,
17/09/2015,3.5,6,33,18.5,
18/09/2015,0,4.53,34,18,
19/09/2015,4,3.28,29,16,
20/09/2015,0,1.73,29,15,
21/09/2015,6.5,7.28,32,13,
22/09/2015,1.8,4.89,32,14,
23/09/2015,3,6.02,34,15,
24/09/2015,4,5.45,32,16,
25/09/2015,0,1.61,30,17,
26/09/2015,0,3.61,30,16,
27/09/2015,0,5.19,30,17,
28/09/2015,0,3.81,31,15,
29/09/2015,0,6.99,31,15,
30/09/2015,1,6.09,31,9,
1/10/2015,0,3.61,28,19,
2/10/2015,0,5.53,31,17,
3/10/2015,0,3.58,29,16,
4/10/2015,0,2.65,28,16,
5/10/2015,0,2.14,27,15,
6/10/2015,1,2.81,31,15,
7/10/2015,0,3.81,28,15,
8/10/2015,0,4.83,30,16,
9/10/2015,0,3.64,31,15,
10/10/2015,0,6.42,33,16,
11/10/2015,0,5.75,33,16,
12/10/2015,0,4.9,32,17,
13/10/2015,9.8,3.71,33,14,
14/10/2015,11.8,4.21,29,15,
15/10/2015,0,1.83,29,14,
16/10/2015,1,4.92,32,15,
17/10/2015,0,2.61,30,18,
18/10/2015,0,5.83,34,18,
19/10/2015,0,5.81,34,18,
20/10/2015,0,5.74,32,19,
21/10/2015,0,5.11,34,16,
22/10/2015,1.5,5.63,31,17,
23/10/2015,0,3.98,28,15,
24/10/2015,0,3.29,29,15,
25/10/2015,0,5.75,32,15,
26/10/2015,0,4.16,34,18,
27/10/2015,0,5.44,33,14,
28/10/2015,0,5.66,28,16,
29/10/2015,0,5.87,29,18,
30/10/2015,0,4.8,33,18,
31/10/2015,0,5.03,34,19,
1/11/2015,0,5.05,25,10,
2/11/2015,0,2.63,27,12,
3/11/2015,0,4.32,26,13,
4/11/2015,0,3.19,26,9,
5/11/2015,0,3.86,28,8,
6/11/2015,0,2.85,30,11,
7/11/2015,0,4.58,30,11,
8/11/2015,0,5.02,31,12,
9/11/2015,0,3.05,30,13,
10/11/2015,8.3,5.25,33,14,
11/11/2015,12.3,1.76,23,14,
12/11/2015,0,1.19,24,15,
13/11/2015,0,1.9,28,16,
14/11/2015,0,1.97,29,12,
15/11/2015,0,6.01,31,13,
16/11/2015,0,2.63,24,13,
17/11/2015,0,4.44,30,16,
18/11/2015,0,3.58,28,13,
19/11/2015,0,2.23,24,12,
20/11/2015,0,1.19,24,12,
21/11/2015,0,1.55,23,15,
22/11/2015,0,3.4,22,13,
23/11/2015,0,4.05,25,12,
24/11/2015,0,2.55,25,10,
25/11/2015,0,2.21,27,11,
26/11/2015,0,3.33,27,12,
27/11/2015,0,4.08,28,12,
28/11/2015,0,4.46,30,11,
29/11/2015,0,3.73,31,13,
30/11/2015,0,4.29,32,12,
1/12/2015,0,3.85,29,10,
2/12/2015,0,3.25,27,9,
3/12/2015,0,1.2,20,7,
4/12/2015,0,2.4,21,7,
5/12/2015,0,3.1,22,8,
6/12/2015,0,2.71,28,11,
7/12/2015,0,2.08,21,10,
8/12/2015,4.8,2.49,21,11,
9/12/2015,0,1.05,25,9,
10/12/2015,0,3.75,26,10,
11/12/2015,0,2.46,28,7,
12/12/2015,0,3.08,27,9,
13/12/2015,0,2.96,23,8,
14/12/2015,0,2.69,26,11,
15/12/2015,0,2.7,28,10,
16/12/2015,0,3.65,29,12,
17/12/2015,0,4.49,29,8,
18/12/2015,0,4.43,30,13,
19/12/2015,0,0.84,25,10,
20/12/2015,0,1.8,28,11,
21/12/2015,0,4.64,30,11,
22/12/2015,0,2.29,28,14,
23/12/2015,0,4.83,25,9,
24/12/2015,0,5.04,27,8,
25/12/2015,0,3.57,27,6,
26/12/2015,0,3.15,27,4,
27/12/2015,0,2.4,28,3,
28/12/2015,0,4.79,29,5,
29/12/2015,0,4.77,29,7,
30/12/2015,0,4.21,30,8,
31/12/2015,0,4.03,29,8,
1/1/2016,0,2.93,28,9,
2/1/2016,1,2.44,22,11,
3/1/2016,0,2.4,22,12,
4/1/2016,0,2.65,27,12,
5/1/2016,0,4.58,29,12,
6/1/2016,0,3.9,31,11,
7/1/2016,0,3.44,32,9,
8/1/2016,0,3.01,23,8,
9/1/2016,0,2.87,21,6,
10/1/2016,0,2.61,23,6,
11/1/2016,0,3.25,29,5,
12/1/2016,0,3.27,30,9,
13/01/2016,0,3.26,30,8,
14/01/2016,0,3.99,31,11,
15/01/2016,0,3.42,28,10,
16/01/2016,0,3.28,23,12,
17/01/2016,0,2.79,22,7,
